,leadtime,rmse_ctrl,mse_ensmean_svd,mse_ensmean_rand,mse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,5.751284421816429e-05,1.1202458447336031e-13,0.0,2.3450100054059453,372.83202484496957,0.0,0.0,0.0,0.0,100,1
1,24.0,25.77955407763488,25.788245147124822,175.49941717350728,23.84775658447548,18.20200838069428,61.02155660988787,10.153922676166362,0.16411618429697508,0.523837666486656,0.3469102988883243,100,1
2,48.0,39.03403460261165,39.11487647769901,156.37865821294176,36.69507945105922,32.009585284456755,58.41031857024053,12.99976930964125,0.15995111964380257,0.5522774686500235,0.27045602518225115,100,1
3,72.0,51.64100558400085,51.363258364576886,140.26442180973322,48.86952286697662,37.51282378724092,62.79718006838753,16.77681069737999,0.17353575167163762,0.4642943470443511,0.15575388707361967,100,1
4,96.0,62.31054124626801,61.16308964236359,130.64513547328156,59.0953801763626,37.200000741927816,66.9935416309178,20.509498327923737,0.14914843882243453,0.4272427447161827,0.1028823956026352,100,1
5,120.0,71.25779364757975,69.07145516639575,125.86168784548525,67.59001727682309,35.33535829944603,69.13914244631961,23.976946820456554,0.07206825838200213,0.379582525345379,0.04998162149417705,100,1
6,144.0,78.59859112023689,75.47885349588597,123.99521082697579,74.56750857529319,34.03668373786689,69.25671054261709,27.187811232181748,0.06277588055725226,0.32476124844801735,0.056184309349374836,100,1
7,168.0,84.33168158842352,80.42906029252622,123.58237571742568,80.1021376294481,33.54188046043738,68.03034109826227,30.14865073899834,0.142788892123478,0.2704789031858282,0.09374750829389762,100,1
8,192.0,88.64148638932126,84.16150467683505,123.60842831391366,84.34738653650923,33.49302466604624,66.17774984579619,32.69892404356713,0.17623854563832866,0.2019992445562821,0.128029423637204,100,1
9,216.0,91.86304013236831,87.0863878800416,123.70373351707849,87.59599901211993,33.52199129309439,64.17642866569425,34.95863559195904,0.13947804219615173,0.13609222456822548,0.17896157075131253,100,1
10,240.0,94.43845605828314,89.4752227686829,123.87785778542458,90.15502812339169,33.51711827288472,62.26841362362615,37.0459298313407,0.0808678354014044,0.09456048674019038,0.2209107516741202,100,1
11,264.0,96.8405693398111,91.73322744619301,124.27126487524566,92.31666849251009,33.5195614274965,60.55882168922412,39.033113123099994,0.02090962363790477,0.048048227113381886,0.2022459905646867,100,1
12,288.0,99.16098281604056,94.03346269418617,124.99421551119082,94.25946687706579,33.55831875864904,59.111451614210104,40.89558626356536,-0.005527017074406517,-0.0054665594099909615,0.20141685055519545,100,1
13,312.0,101.30331521975258,96.29057775541719,126.06706393219716,96.10342463381234,33.60115357901422,57.964761972761465,42.6869159996586,-0.015037785700661407,-0.04352188592996786,0.2106837298350364,100,1
