,leadtime,rmse_ctrl,mse_ensmean_svd,mse_ensmean_rand,mse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,7.880941667633913e-06,3.660614721684283e-14,0.0,2.348774945485501,372.83202484496957,0.0,0.0,0.0,0.0,4,1
1,24.0,25.77955407763488,25.8327278127243,177.38658971041215,22.704734139078067,18.16867467239603,55.33746692018191,12.478003045346957,0.02628585106003141,0.19306805619756046,0.46340534459694566,4,1
2,48.0,39.03403460261165,39.289183764957926,158.38252070339314,35.51649207606924,31.80896655151401,53.004600052547765,16.315509194265953,0.08391247684971953,0.2945681922300557,0.3820133069701738,4,1
3,72.0,51.64100558400085,51.77810168333777,142.91481544200792,47.54386405788645,36.97156554063093,56.68613888761578,21.124978356039858,0.0657422914776833,0.2961608996732181,0.2701119054967818,4,1
4,96.0,62.31054124626801,61.73123981620033,133.8981723699526,57.62277703468507,36.24928496960032,60.16723690344825,25.901865570267503,0.047707657377560574,0.23739609823288718,0.12543404528170576,4,1
5,120.0,71.25779364757975,69.74787115819205,129.5446804813221,65.96127111544851,33.96627141162401,61.859151797198294,30.42814829781051,0.013905463998373916,0.1530087813014464,0.023660982211546333,4,1
6,144.0,78.59859112023689,76.17293024234364,127.98852244702157,72.6501121690845,32.35306013515881,61.88133961711312,34.634920071803826,-0.015154042219551592,0.03678912584065305,0.0002536598977724886,4,1
7,168.0,84.33168158842352,81.13233420804849,127.77716963664042,77.81150241243108,31.594209024603916,60.68120902186581,38.45404861641316,0.03855648015322627,0.006859618613014012,0.041386707174384876,4,1
8,192.0,88.64148638932126,84.91826508743218,127.79931714199947,81.74768488266692,31.33136177693292,58.83817768285578,41.86050968144713,0.12673026941587404,0.04415770958739296,0.10493425633805349,4,1
9,216.0,91.86304013236831,87.85224292897338,127.72859305146198,84.6871081191857,31.21990967097276,56.80635064651404,44.981604399837764,0.1394971370867438,0.07347858064613688,0.16200793908327915,4,1
10,240.0,94.43845605828314,90.28647309014175,127.66706094355109,86.96519094124845,31.10835989034578,54.973468192750346,47.871279754620645,0.08068818268785641,0.029549588077790487,0.19693169154706353,4,1
11,264.0,96.8405693398111,92.57504360412788,127.79571351346944,88.85093743119383,31.017561979446135,53.41214669177667,50.60010176862339,0.04737037279471158,-0.0309648469942826,0.18213220135218727,4,1
12,288.0,99.16098281604056,94.84319436654621,128.3575451599306,90.58636942187398,30.896057179101323,52.11236752166895,53.20503945423291,0.05761682566130272,-0.06892544936357926,0.14077967632831398,4,1
13,312.0,101.30331521975258,97.11561713895959,129.27889621120192,92.23845629557181,30.779366130169993,50.97074663264319,55.76625574048435,0.06531727548670219,-0.11761934692867074,0.1054723856042356,4,1
