,leadtime,rmse_ctrl,mse_ensmean_svd,mse_ensmean_rand,mse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0,0.0,0.00042956148,9.364495847082025e-13,0.0,442.97595,10118.07140714079,0.0,0.0,0.0,0.0,100,3
1,6,112.91016,205.668,1819.4035317742205,112.38136765075146,195.13875,1046.2274762165052,32.43323716978515,0.7726334228127097,-0.05768358881356291,0.6066777323535535,100,3
2,12,192.71977,253.92772,1918.2703483806927,186.00796396921706,204.96718,1076.1983987431408,57.10904607924701,0.7024721651788958,-0.4156446241427549,0.5971454079912077,100,3
3,18,269.0638,319.99902,2088.1019850902258,259.95288923292634,232.94662,1199.0074829686744,86.89648625300123,0.6623864510877544,-0.4541550789645396,0.6001853236109614,100,3
4,24,354.60367,385.7874,2245.434607935042,339.7023667446771,272.50192,1326.4775956039057,121.58115188702745,0.5710007120622637,-0.3986569873492491,0.6056078301192965,100,3
5,30,437.2044,453.9252,2396.4308984329564,417.31702980787037,316.62622,1424.2086661457015,157.10501842721365,0.5026221593928525,-0.31758450608844463,0.5993951195746988,100,3
6,36,519.9505,525.2623,2507.336560320884,493.0676223608355,362.4566,1488.9420624122301,192.93371604982372,0.4276181083518636,-0.23503308516269844,0.5865670408748929,100,3
7,42,591.3535,590.2182,2606.095826576658,561.8336432542995,408.78622,1531.2439063801842,228.99907261939438,0.43223007333162106,-0.17191410286757947,0.5801540043944237,100,3
8,48,664.89844,652.98804,2666.2370174711273,628.9587913184877,456.01913,1559.6348315715572,266.13087547075565,0.4284688852543304,-0.10921375145088484,0.5778006871999483,100,3
9,54,735.2747,715.13336,2727.9640542981315,693.8418848895614,505.52576,1579.4421535874385,306.81565380981647,0.46362321189674605,-0.05477926404502101,0.5771133329548976,100,3
10,60,812.6194,778.9019,2772.9536512157274,758.909168813611,559.3322,1593.796509611433,349.84434129469565,0.4688141547737334,0.003823510256763175,0.570086610489936,100,3
11,66,885.0038,836.8185,2822.7935340878466,820.5399933669463,618.27826,1604.8035231130766,395.46382588463507,0.5052117056955873,0.051716922861651415,0.577647978513902,100,3
12,72,962.4838,888.85394,2847.1806955694155,880.7704112683753,682.6469,1613.8176744062184,443.68049682674393,0.5111938062599984,0.09890621623694938,0.5856111133700662,100,3
13,78,1044.1428,944.12103,2880.6687976515254,941.755313353866,751.34973,1621.4884317070473,493.4834288285948,0.5385998609539985,0.13766456324752688,0.6063996194949111,100,3
14,84,1136.2546,1000.3428,2904.5364409211875,1003.1980714673645,822.11304,1628.3894513396233,544.0194350766578,0.5366815321887175,0.1731117528965728,0.6126649564855773,100,3
15,90,1225.8121,1055.9902,2935.64022846196,1063.109495541582,892.78937,1634.6481125277799,594.9868719815024,0.5588471140366947,0.1883556102346982,0.6268990418787639,100,3
16,96,1316.3401,1103.2712,2945.61505922532,1119.3884543762235,961.6122,1640.5137305964502,645.4216152725766,0.5557152996632438,0.20325751101033307,0.6301151766577863,100,3
17,102,1405.1111,1155.4277,2965.946838027531,1175.9183020404557,1027.4784,1645.897167154888,695.829641754326,0.5695370504455061,0.21445558626747457,0.6407337953726026,100,3
18,108,1491.6039,1205.3821,2979.969598362127,1232.155321129343,1089.8501,1650.998012514801,747.3517750188851,0.56499935153589,0.2271697925815739,0.6479338406274585,100,3
19,114,1570.51,1254.1093,3002.1384251841123,1288.3926908629358,1148.744,1655.825468488048,797.5314774299912,0.5793696360395392,0.2407468244696089,0.6563035423684137,100,3
