,leadtime,rmse_ctrl,mse_ensmean_svd,mse_ensmean_rand,mse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0,0.0,5.0137012e-05,3.205628912698327e-13,0.0,147.31169,3372.69046904693,0.0,0.0,0.0,0.0,4,1
1,6,112.91016,149.53867,1171.5475069849235,110.55252556815084,125.61588,631.0810646625517,39.30556687711431,0.6218679011804931,-0.15129018160929958,0.6361734349130449,4,1
2,12,192.71977,218.99371,1194.414219749673,181.9824295575679,158.5088,663.9241598488428,67.71391357391265,0.6122223754224049,0.116612362236123,0.636458503235399,4,1
3,18,269.0638,291.8637,1306.984495872767,251.70513604342202,193.19862,795.9173188488401,101.7340472063882,0.5847738855660132,0.27161335157873,0.6535097310826853,4,1
4,24,354.60367,367.0073,1440.009447546105,326.23033968714134,226.49046,954.4738989233259,141.6137330555639,0.5345792550103345,0.3235615627774512,0.6481441406327575,4,1
5,30,437.2044,438.66397,1601.5854139427813,397.8367216390106,256.4404,1088.7132989832173,182.98614529098586,0.4859569830742732,0.28635389305332704,0.6255373244308318,4,1
6,36,519.9505,515.5096,1732.0603934654157,467.8589824621483,284.90598,1182.5313559113342,224.83359788086153,0.4521050057497416,0.21526913059858602,0.6229077654345245,4,1
7,42,591.3535,582.03503,1858.4677739853732,530.7957028514825,314.88245,1246.404020271642,267.4310089147575,0.43410469229215237,0.1186622478675228,0.6178991831074184,4,1
8,48,664.89844,650.5508,1945.4957330672612,592.5943396092723,348.20142,1291.82489215731,311.94939201863747,0.41143609288765387,0.04155814066010318,0.6257028751574596,4,1
9,54,735.2747,715.47076,2037.4143085632563,653.0569258951515,386.25095,1324.0405522313763,362.6122698394484,0.4094248452413161,-0.03238700684327482,0.6127624629090178,4,1
10,60,812.6194,786.11957,2107.1257397032837,715.4738021080437,431.02533,1347.4838034466181,422.05290095804935,0.40069215417933046,-0.08816304636683182,0.580256092728851,4,1
11,66,885.0038,848.78125,2183.3660256106014,776.8620959195729,483.48944,1364.9474118014477,488.36567177298315,0.41826537552958953,-0.12624023579327082,0.5658850503461899,4,1
12,72,962.4838,911.2092,2231.6909605472774,837.0165501693044,543.10333,1377.3965139640948,556.8624484371128,0.4191212993037816,-0.15327779675610112,0.5491291319306779,4,1
13,78,1044.1428,974.4829,2290.471893708318,900.3156632094882,608.58057,1385.7480503651843,627.7162520139692,0.4441681959748666,-0.16016716977464532,0.554585331341418,4,1
14,84,1136.2546,1042.9408,2335.075718299695,966.0550208671045,675.5573,1391.4916601579962,701.4222123836902,0.4487166519172406,-0.1542395482868187,0.566373911212495,4,1
15,90,1225.8121,1107.2782,2388.3955577375336,1034.8740335337195,741.5916,1395.7393916416363,777.2416911553099,0.4746913928302897,-0.13823310412260317,0.5735573496500017,4,1
16,96,1316.3401,1167.2616,2419.9869874203346,1101.6381232513704,806.0413,1399.4946002108345,855.0486564807977,0.4764264101506797,-0.13046646669903136,0.5488209545085353,4,1
17,102,1405.1111,1228.1503,2464.446729352895,1173.7317459070377,867.62,1403.2427720119767,934.0407707362614,0.4878471673790961,-0.12169089952606704,0.5233001487611523,4,1
18,108,1491.6039,1290.1725,2498.5197223616833,1244.7504326347412,925.7582,1406.3980971909657,1015.232688908575,0.4797307492432167,-0.10267156381521081,0.4946873247359187,4,1
19,114,1570.51,1347.0586,2541.532795733833,1318.9816918992967,979.71533,1409.384757972609,1096.0930343324903,0.48439843922678594,-0.08334381621794741,0.48626230447061725,4,1
