,leadtime,rmse_ctrl,mse_ensmean_svd,mse_ensmean_rand,mse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0,0.0,0.00042935635,8.396839145123667e-13,0.0,148.03883,3372.69046904693,0.0,0.0,0.0,0.0,100,1
1,6,112.91016,142.98656,1132.8377942032155,107.55041128822116,133.23149,695.6039680288386,45.956755718925244,0.5801742371441012,-0.2017363054383136,0.6410786071251804,100,1
2,12,192.71977,212.70137,1155.4533862915293,178.35434296714362,166.93651,733.1893410630605,79.44384110948246,0.6270914096280535,0.13509884013604517,0.6419859939894406,100,1
3,18,269.0638,285.31842,1257.8997217803558,244.8009720030318,202.95795,881.829793249857,117.12645267373689,0.6566940635426685,0.31590647911949066,0.6656834901024725,100,1
4,24,354.60367,359.41565,1376.6379827953792,315.32815063902837,238.22876,1059.4921460823543,160.31993048796986,0.6634809015810927,0.4192999251659617,0.6484822106084789,100,1
5,30,437.2044,429.71106,1526.4255701965499,382.2623269308131,270.42288,1208.5650013976517,204.89756379206145,0.6470000867242824,0.4988850464086154,0.6438384281884133,100,1
6,36,519.9505,505.06403,1648.2075462022758,449.007980670793,301.91678,1313.3031104498898,249.95575616643788,0.6062820110001015,0.5299691113541692,0.6594373278784894,100,1
7,42,591.3535,569.93335,1769.583369317249,506.6182597844262,335.56192,1386.0632846531073,295.64981302972444,0.5731483211021295,0.5132325471575683,0.6730627307390683,100,1
8,48,664.89844,636.0421,1852.13529514319,563.4267244243337,373.546,1438.4922906459853,342.4151163034909,0.5347773814688241,0.4701157188151096,0.6854847990828474,100,1
9,54,735.2747,697.89355,1941.9000523613158,615.5361375802652,418.2818,1477.2410793812803,391.4914452764777,0.5142592463107439,0.4087545635839373,0.6846750388188366,100,1
10,60,812.6194,764.3025,2009.6996592490318,668.9629932761545,471.30902,1505.9882476063267,443.5248166614446,0.4864924201386496,0.3487645612946159,0.667713573956884,100,1
11,66,885.0038,821.312,2085.186745869903,714.9264292539077,533.39685,1527.172772026739,498.5758038161037,0.48754769938352,0.299636396177738,0.6523907446342411,100,1
12,72,962.4838,876.3926,2131.9377809379507,759.304056121301,603.8322,1542.6672815606728,555.9067072312174,0.4802176615103189,0.26536654299918516,0.6295527588219683,100,1
13,78,1044.1428,931.61194,2190.550023543718,800.5429927590612,680.23364,1554.1707150664781,615.5700634791158,0.4872441658036941,0.2589550276425169,0.619166998288864,100,1
14,84,1136.2546,991.3014,2234.2376762112067,844.1987153121494,758.58264,1563.1600626751888,678.4249389668279,0.47541263987561805,0.25446832224994276,0.6022034487393132,100,1
15,90,1225.8121,1047.2207,2287.9579286934177,882.8467210724691,836.1322,1570.6137348604307,743.6902320364819,0.484731022001645,0.2522682418229367,0.5854437218036673,100,1
16,96,1316.3401,1098.0702,2318.495784145817,919.4704820279999,911.00085,1577.4137608329063,811.0962410139539,0.4766075706249102,0.24039112368222076,0.5540613286225737,100,1
17,102,1405.1111,1150.8025,2362.3326282047988,953.766545739795,982.16016,1583.777541718815,880.4001279883901,0.4775418913589734,0.23376884982797283,0.5275299365474508,100,1
18,108,1491.6039,1203.7594,2395.2129767218507,989.3678259519821,1048.8038,1589.7956696852152,950.6070538912583,0.46308231423634705,0.2125614895432194,0.4930025898049987,100,1
19,114,1570.51,1252.073,2438.648914367997,1020.7714850598531,1110.8413,1595.3991646263196,1020.9258577188591,0.46669987401640534,0.19379312097509013,0.468503638128404,100,1
