,leadtime,rmse_ctrl,rmse_ensmean_svd,rmse_ensmean_rand,rmse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,2.0576424e-08,3.689326582505226e-17,0.0,0.01933723,0.01,0.0,0.0,0.0,0.0,4,0.01
1,0.1,0.05588127,0.055899587,0.05588813409736558,0.04915567,0.015638227,0.009867288074131104,0.020002857,0.11546512279076174,-0.05090980631322713,,4,0.01
2,0.2,0.079982676,0.08004881,0.0800109966330755,0.064463414,0.018302644,0.011661752786234396,0.03733221,-0.046448992731708105,-0.08001760416629733,0.7621846427542485,4,0.01
3,0.3,0.10753608,0.107699916,0.10760250570831176,0.08202847,0.023800684,0.014057579889297981,0.055844393,-0.07101980793914965,-0.013662207846753906,0.6966883553647314,4,0.01
4,0.4,0.1393597,0.13964698,0.1394799729308392,0.10308003,0.02859699,0.016711226623174816,0.08073756,-0.07221427143495997,0.10332737212810525,0.5796879480258363,4,0.01
5,0.5,0.17468156,0.17507046,0.17487065862189285,0.12869744,0.03244818,0.019604290773788044,0.11226055,-0.07262517825337099,0.25176182388727314,0.4124530963655147,4,0.01
6,0.6,0.21172813,0.21216497,0.2119890210759652,0.15916064,0.03561973,0.02276947230732225,0.14894868,-0.07957884416038143,0.3578758419211038,0.3390428530085749,4,0.01
7,0.7000000000000001,0.25040543,0.25085226,0.2507124795826674,0.19612978,0.038702697,0.026273467304408767,0.18907675,-0.0719730274939828,0.4584605755310234,0.3385893659556521,4,0.01
8,0.8,0.2912747,0.2917018,0.2915601111291823,0.24046685,0.042263296,0.0301923488014695,0.23082869,-0.06025358318361392,0.5294537932737303,0.3771120641560633,4,0.01
9,0.9,0.33769873,0.33805206,0.33781199665990114,0.2958231,0.04664436,0.034668885304622414,0.27223602,-0.05439772118849764,0.5851795408722912,0.4476014821122158,4,0.01
10,1.0,0.39167947,0.39165726,0.3914160235472702,0.35950154,0.051718887,0.03970786137809841,0.3131867,-0.014936863070545361,0.624580377048734,0.5435631465326125,4,0.01
11,1.1,0.45122534,0.4501577,0.45030910190332973,0.42416033,0.05754916,0.04536731897707178,0.3526078,0.023562212832451968,0.6649952767013942,0.6373377751497383,4,0.01
12,1.2,0.5121384,0.509573,0.5103464051681084,0.48398674,0.064121194,0.051898466965356396,0.38873705,0.05896856992706264,0.707719320674384,0.723909811558057,4,0.01
13,1.3,0.5724909,0.56819767,0.5692978583723692,0.5354069,0.07102047,0.058919572309498125,0.42376244,0.09440199755870678,0.7369537112495933,0.777584246848169,4,0.01
14,1.4000000000000001,0.62914634,0.6227349,0.6240922182271099,0.57823986,0.07866412,0.06669246396758668,0.45873263,0.13023379637243152,0.750905558332763,0.7960547660702779,4,0.01
15,1.5,0.6814356,0.6729586,0.6744138220035256,0.616147,0.086879246,0.0749749001681311,0.4924474,0.16310620352171737,0.7489104219793746,0.8065471600395961,4,0.01
16,1.6,0.7289586,0.71884394,0.7200388141161216,0.65002924,0.09571644,0.08355170821437052,0.5241726,0.18820242883691374,0.7372145304105032,0.8204536961699523,4,0.01
17,1.7,0.77449256,0.76256,0.7635179358747699,0.68310124,0.10477489,0.09269230043483276,0.5532132,0.20731062443782394,0.7187381530971226,0.8162326633148068,4,0.01
18,1.8,0.81713927,0.8026903,0.8036982605795012,0.71469814,0.11440324,0.10241304687165213,0.58045125,0.22051934542118154,0.7130727296410517,0.800572808471329,4,0.01
19,1.9000000000000001,0.8570148,0.8399636,0.8409443589803649,0.7457552,0.123644575,0.11258325596672211,0.6071386,0.22103519904955335,0.7072939253482905,0.7824741401072841,4,0.01
20,2.0,0.89276797,0.8733429,0.8738484651899716,0.7752442,0.13331114,0.12329617282258662,0.6326064,0.23109747173507456,0.6967554071379476,0.7706568029947122,4,0.01
