,leadtime,rmse_ctrl,rmse_ensmean_svd,rmse_ensmean_rand,rmse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,1.6194308e-07,3.189031315941532e-16,7.3640877e-07,6.061988,3.0,5.222537e-07,0.0,0.0,0.0,100,3
1,0.1,0.05588127,0.71351105,0.6357116168536006,0.04962185,0.9263667,1.5463459612591992,0.02898232,0.13627146734765275,,0.864940546202502,100,3
2,0.2,0.079982676,0.89144737,0.8591912499491494,0.06527133,0.8233936,1.3878513980029823,0.05317562,0.8442843823516856,0.4959740819154401,0.8543107482907396,100,3
3,0.3,0.10753608,1.0335984,0.9620106251454963,0.08312454,0.7938898,1.258689386515813,0.07834218,-0.1313588425084749,0.7796984870522689,0.8038379547146237,100,3
4,0.4,0.1393597,1.0994657,0.996771877904079,0.10471211,0.7859375,1.1531748908039388,0.110788055,-0.27882916293919,0.8261532693399911,0.6276057651492165,100,3
5,0.5,0.17468156,1.1127821,1.0055517480675185,0.13094395,0.7846742,1.071080658431365,0.15046962,-0.2522323077314426,0.7616274389165981,0.43635895175968537,100,3
6,0.6,0.21172813,1.0940145,1.0054560530696595,0.16173379,0.7857205,1.006201524574717,0.19527492,-0.2214304858230174,0.6660366795087204,0.36075802614473573,100,3
7,0.7000000000000001,0.25040543,1.0612273,1.0035816645868572,0.19892359,0.7826041,0.9557973129267211,0.24267876,-0.22431142547020166,0.598804687335894,0.3738429159733673,100,3
8,0.8,0.2912747,1.0324814,1.0028032363933104,0.24341594,0.7759452,0.918564739539224,0.29037997,-0.20099101751665827,0.5961802948049152,0.4456294716237314,100,3
9,0.9,0.33769873,1.0164446,1.0036638161740676,0.29535177,0.7693929,0.8926919633737042,0.33660546,-0.19661018968919583,0.6000903011374765,0.5246827339339136,100,3
10,1.0,0.39167947,1.0083312,1.0056292988932287,0.35018915,0.7650944,0.8761038281487347,0.3811623,-0.20147354129797998,0.5543914809847187,0.614227723188842,100,3
11,1.1,0.45122534,0.9995402,1.0070075920822055,0.40264606,0.76335555,0.8667426073493426,0.42398837,-0.07943787767917625,0.4281256455734652,0.6979414464663112,100,3
12,1.2,0.5121384,0.98899496,1.0068786847171072,0.45040658,0.7654671,0.8628129688091922,0.46484742,0.004217203161165796,0.32749532357603844,0.7715566460279808,100,3
13,1.3,0.5724909,0.9772326,1.0055578604889588,0.4917905,0.77254957,0.8626788731155874,0.5041794,0.06786812012447409,0.23857813196068356,0.8260629978938782,100,3
14,1.4000000000000001,0.62914634,0.9631886,1.0042920591649673,0.5269003,0.7848978,0.8648693230224789,0.54238236,0.11548352754746811,0.1514448702824193,0.8483495845127104,100,3
15,1.5,0.6814356,0.9506029,1.0038826225072173,0.55892754,0.80232316,0.8682636857966444,0.5784672,0.21161045966616665,0.07082189860982707,0.8558425883688258,100,3
16,1.6,0.7289586,0.9451247,1.0039435145279858,0.5881335,0.82373434,0.8719914052205494,0.61220616,0.2529584919860761,0.009808233715244951,0.8585582311232216,100,3
17,1.7,0.77449256,0.9487095,1.0036288283636008,0.6174571,0.8472695,0.8753637308619564,0.6438298,0.18001152281678862,0.0027507203861807327,0.8647536427536473,100,3
18,1.8,0.81713927,0.95826006,1.0022025610208671,0.64537454,0.86697936,0.8777677845074425,0.67350453,0.09731069801275652,0.0068482614010896845,0.8560903501705638,100,3
19,1.9000000000000001,0.8570148,0.96859324,1.0003655611339137,0.6720272,0.87971056,0.8787502697743664,0.7013717,0.07319500720146863,-0.026031715823034783,0.8495020042512242,100,3
20,2.0,0.89276797,0.9767589,0.9987186061435174,0.69773096,0.8832477,0.8781864187092189,0.727301,0.08788897213456075,-0.04754987963164832,0.8565310817590216,100,3
