,leadtime,rmse_ctrl,rmse_ensmean_svd,rmse_ensmean_rand,rmse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,1.4566231e-07,5.4347341116091695e-14,0.0,6.018618,3.0,0.0,0.0,0.0,0.0,2,3
1,0.1,0.05588127,0.78782755,1.1749864008988875,0.050963152,0.84462297,1.1132442276942174,0.0072283926,0.9733352254790172,,,2,3
2,0.2,0.079982676,0.9679254,1.3538482418860653,0.069327,0.67966205,0.8177183161602516,0.0132169705,0.9005954801491884,0.4158408400612506,0.8579613913996699,2,3
3,0.3,0.10753608,1.1179955,1.3443698670146698,0.09144182,0.5940028,0.7358289850424445,0.019646758,0.8387662102642428,0.06801234800417853,0.8631819619454264,2,3
4,0.4,0.1393597,1.1952081,1.3024282593708392,0.12059971,0.557931,0.6865881427161531,0.026771674,0.7666269185298267,-0.1902473113122424,0.7958826273041028,2,3
5,0.5,0.17468156,1.2193745,1.2667231983045908,0.15879375,0.53900725,0.6302515290564278,0.034576077,0.7533577350517154,-0.23085987322156418,0.6896573497247531,2,3
6,0.6,0.21172813,1.2070354,1.2365452692321066,0.20647009,0.5284682,0.5834090247852503,0.043481402,0.7687383128684606,-0.21096169806876458,0.6159886384962994,2,3
7,0.7000000000000001,0.25040543,1.1763333,1.2119607132562469,0.26522735,0.51872516,0.5511333598615903,0.05413817,0.8403031292359414,-0.17859612803587335,0.6079249550506156,2,3
8,0.8,0.2912747,1.1454934,1.1941922516215353,0.33253732,0.50908405,0.5298941283548747,0.066847056,0.8857503710215143,-0.16913208299565585,0.6153710029069043,2,3
9,0.9,0.33769873,1.1273382,1.1836677084347262,0.40506628,0.5037263,0.5156672936040388,0.08216738,0.8989167855691105,-0.18892802553848953,0.6485921668921586,2,3
10,1.0,0.39167947,1.1169586,1.1788282157178471,0.477767,0.5007167,0.5068509542345352,0.10043915,0.8962102267621936,-0.20221817366509717,0.6864537512307334,2,3
11,1.1,0.45122534,1.1062056,1.1787039957462528,0.54752016,0.49978423,0.5020080135990511,0.12089384,0.8753590351742683,-0.23608132539198337,0.7081052491792102,2,3
12,1.2,0.5121384,1.0955654,1.1808391623618117,0.6093961,0.5020422,0.5006494380376354,0.14303714,0.8553449140097461,-0.2033806019167653,0.7244446327659797,2,3
13,1.3,0.5724909,1.0864583,1.1812625024031564,0.6615403,0.50832397,0.5014700047411538,0.16725585,0.8401190180250908,-0.1646998374594638,0.7464785312073441,2,3
14,1.4000000000000001,0.62914634,1.0765558,1.1806696753581116,0.7068187,0.5192017,0.5027015950952515,0.192995,0.7866798348642056,-0.1744221930336807,0.7397175033256923,2,3
15,1.5,0.6814356,1.068969,1.1804987143074903,0.7466105,0.5313441,0.5051016925997754,0.21991657,0.7045143506516225,-0.1965819410496651,0.7321041448690633,2,3
16,1.6,0.7289586,1.0689403,1.1806623775876948,0.7806895,0.5452131,0.5072821935067815,0.24787045,0.6227622400943248,-0.19915714829517991,0.7301972112780691,2,3
17,1.7,0.77449256,1.0799605,1.1817351892922339,0.8123546,0.5599963,0.5080942051866326,0.27390626,0.5898941670599281,-0.1846143974501832,0.7210836521347685,2,3
18,1.8,0.81713927,1.0975906,1.1816777247714472,0.8430158,0.56828314,0.5091423808019223,0.29862744,0.5647570558673556,-0.22307510443414683,0.6911598217370144,2,3
19,1.9000000000000001,0.8570148,1.1145189,1.1801475309799643,0.87207514,0.570654,0.5094700648072408,0.3228757,0.5790825306257106,-0.294065718938332,0.6576185278737074,2,3
20,2.0,0.89276797,1.1274861,1.1777850013460123,0.90003407,0.5654381,0.5081661840259009,0.3457591,0.6166887370422375,-0.3449971726978681,0.6221885182807748,2,3
