,leadtime,rmse_ctrl,rmse_ensmean_svd,rmse_ensmean_rand,rmse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,5.4953777e-08,4.2265402352137903e-14,0.0,1.8288324,1.0,0.0,0.0,0.0,0.0,2,1
1,0.1,0.05588127,0.49463698,0.4271736528544217,0.050963152,0.69524246,0.7585870054193848,0.0072283926,0.9136447945946838,,,2,1
2,0.2,0.079982676,0.73787624,0.7610021640588264,0.069327,0.63144696,0.7049641340460668,0.0132169705,0.8636891122344742,0.7053400724196522,0.8579613913996699,2,1
3,0.3,0.10753608,0.9370395,0.9844408776989613,0.09144182,0.5950443,0.6641800049913977,0.019646758,0.8424575165471057,0.5476831726807272,0.8631819619454264,2,1
4,0.4,0.1393597,1.0206966,1.0959303585117683,0.12059971,0.5630909,0.6239676062010476,0.026771674,0.8284876566369336,0.3374280218947196,0.7958826273041028,2,1
5,0.5,0.17468156,1.0372357,1.1351122105859668,0.15879375,0.5315236,0.5893917950295284,0.034576077,0.8674656626520633,0.13173466058190744,0.6896573497247531,2,1
6,0.6,0.21172813,1.0279906,1.1399414118628266,0.20647009,0.50615644,0.5616748280359062,0.043481402,0.8901247474665891,-0.006504144273899427,0.6159886384962994,2,1
7,0.7000000000000001,0.25040543,1.0107473,1.135900735691778,0.26522735,0.48828313,0.5397063402222911,0.05413817,0.8961654195253723,-0.020359410341327905,0.6079249550506156,2,1
8,0.8,0.2912747,1.0009179,1.132673828798272,0.33253732,0.47610655,0.5233544770011169,0.066847056,0.9064281730345993,-0.008144234442400793,0.6153710029069043,2,1
9,0.9,0.33769873,1.0053076,1.1323233076457335,0.40506628,0.46891853,0.5126843516155197,0.08216738,0.9106319665719574,0.002760076980083537,0.6485921668921586,2,1
10,1.0,0.39167947,1.0157478,1.1365481253949004,0.477767,0.46630764,0.5060232026855177,0.10043915,0.902320864939317,-0.020824869158992267,0.6864537512307334,2,1
11,1.1,0.45122534,1.0214056,1.141356019333731,0.54752016,0.46773142,0.5018391087278011,0.12089384,0.8878182526843356,-0.053041685702038176,0.7081052491792102,2,1
12,1.2,0.5121384,1.0218413,1.1432469782991905,0.6093961,0.47403905,0.5000107101266557,0.14303714,0.874698629034047,-0.0896851255878025,0.7244446327659797,2,1
13,1.3,0.5724909,1.0232786,1.1436817635673668,0.6615403,0.48343244,0.4997930594684671,0.16725585,0.8632078860404162,-0.14053215072905562,0.7464785312073441,2,1
14,1.4000000000000001,0.62914634,1.0275855,1.1447041071509299,0.7068187,0.49301836,0.5006118312620925,0.192995,0.8467113307172056,-0.19396971574412716,0.7397175033256923,2,1
15,1.5,0.6814356,1.0363678,1.1467365333055575,0.7466105,0.5027739,0.502371471697577,0.21991657,0.8175738088697978,-0.20980381152400088,0.7321041448690633,2,1
16,1.6,0.7289586,1.0456372,1.1490719502217472,0.7806895,0.50893176,0.5046660634602408,0.24787045,0.7845849391119724,-0.18241433069709356,0.7301972112780691,2,1
17,1.7,0.77449256,1.0537827,1.151150874572838,0.8123546,0.51135874,0.5059268707183725,0.27390626,0.7547978304992611,-0.1342254310474281,0.7210836521347685,2,1
18,1.8,0.81713927,1.0609431,1.1521141947753173,0.8430158,0.50898236,0.5073470696948152,0.29862744,0.7357290557812194,-0.09471539140471674,0.6911598217370144,2,1
19,1.9000000000000001,0.8570148,1.0665687,1.151758822271534,0.87207514,0.5038286,0.5079009502352909,0.3228757,0.7090388784684508,-0.20088654404320158,0.6576185278737074,2,1
20,2.0,0.89276797,1.0717363,1.150744724754808,0.90003407,0.4968827,0.5071276923839967,0.3457591,0.6884612084840831,-0.24549808549148705,0.6221885182807748,2,1
