,leadtime,rmse_ctrl,rmse_ensmean_svd,rmse_ensmean_rand,rmse_ensmean_netens,spread_svd,spread_rand,spread_netens,corr_svd,corr_rand,corr_netens,n_ens,pert_scale
0,0.0,0.0,7.530409e-08,1.6597361445686715e-16,1.3958126e-07,2.0325308,1.0,9.0786514e-08,0.0,0.0,0.0,20,1
1,0.1,0.05588127,0.4298913,0.20945946131694512,0.049011216,0.7894419,0.9284063673462126,0.02553962,0.3448209748739871,,0.8658651453305906,20,1
2,0.2,0.079982676,0.65621835,0.4498401871323441,0.06416258,0.784595,0.9808354175691876,0.047319412,0.95304165162479,0.23066258914231122,0.8312501311611428,20,1
3,0.3,0.10753608,0.83993316,0.6599118394213391,0.08155752,0.7956844,0.9957655154315492,0.06955758,0.8625105199017823,0.667382750089694,0.7691108040941635,20,1
4,0.4,0.1393597,0.91516876,0.7916408416064934,0.102302715,0.78868103,0.9764809875842861,0.09792273,0.5738549885280573,0.782157633005573,0.6208798909410561,20,1
5,0.5,0.17468156,0.92617035,0.8609352950210161,0.12741116,0.77261496,0.9451665011569743,0.13332878,0.39878235385886224,0.7800799701757432,0.43420665709546874,20,1
6,0.6,0.21172813,0.9138596,0.8954996211251491,0.1571352,0.75635916,0.9129696007298264,0.17437729,0.3558700484155435,0.7510667127338233,0.3554701251441618,20,1
7,0.7000000000000001,0.25040543,0.89687544,0.9142700827582487,0.19360414,0.7402994,0.8852242754865828,0.21921393,0.33598415086378225,0.738367226963325,0.3617611268082104,20,1
8,0.8,0.2912747,0.88780546,0.9278797948884211,0.23761857,0.72727203,0.8639683814426363,0.2660541,0.33533845759927067,0.7033349603899004,0.41823700599923347,20,1
9,0.9,0.33769873,0.89331037,0.94055219282831,0.29013747,0.72010434,0.8492507384176288,0.31304076,0.3138455509215656,0.6648485874932993,0.4950544842897994,20,1
10,1.0,0.39167947,0.90369385,0.9513735989447666,0.34657586,0.71984994,0.8401559393074822,0.35958427,0.32204604598203357,0.6159122099016855,0.5874203843492621,20,1
11,1.1,0.45122534,0.9077305,0.9587911067274973,0.40151545,0.7244315,0.835561808771693,0.4049734,0.3512914702693006,0.5301399025777966,0.6675341815500593,20,1
12,1.2,0.5121384,0.9088222,0.963276193021935,0.4524762,0.7313324,0.834134457172365,0.44839248,0.3852564818983858,0.41427672181714703,0.7397106741207943,20,1
13,1.3,0.5724909,0.9106757,0.9668386621084643,0.49717045,0.74148166,0.8344990227222961,0.4900355,0.4193325795461347,0.2904991372671746,0.7918416553166356,20,1
14,1.4000000000000001,0.62914634,0.91293347,0.9701079632139593,0.534502,0.75454134,0.8360168273553927,0.53070205,0.4603451479011292,0.21495988494448948,0.8211420892003545,20,1
15,1.5,0.6814356,0.9176177,0.9728700872626639,0.56750464,0.7692901,0.8381537634499202,0.5692514,0.49087916371219076,0.2168042378009476,0.838006327501485,20,1
16,1.6,0.7289586,0.92332506,0.9752263013363169,0.59751743,0.78179014,0.8403289543502422,0.6051015,0.4609102311478515,0.18248058740346515,0.8488104101262801,20,1
17,1.7,0.77449256,0.92803955,0.9772462529493375,0.62752265,0.789736,0.8424056951582104,0.6381542,0.3981230181593241,0.09282028372687252,0.8587275674561122,20,1
18,1.8,0.81713927,0.9322879,0.9786379372557942,0.65600127,0.7920952,0.8441306097091725,0.6691483,0.38737816300188826,0.01735509994169844,0.8494023216505493,20,1
19,1.9000000000000001,0.8570148,0.93737507,0.9796240363403695,0.6836321,0.79030657,0.8447670320535055,0.69868284,0.3475256107739666,0.006260372245230428,0.8440335511705802,20,1
20,2.0,0.89276797,0.94304824,0.9808028919161272,0.7100395,0.78637755,0.8441223587662443,0.72661394,0.29898913607097183,0.02821508491880458,0.8515917919210342,20,1
